GLOVER.txt-1,0,1089,1089,4,Y,Y,1.0,0,1089,HeatEvaluator=0.5541105691777465
GLOVER.txt-2,0,912,912,2,N,N,-,-1,-1,HeatEvaluator=0.32291890808948276
GLOVER.txt-3,0,1923,1923,9,N,Y,1.0,0,1923,HeatEvaluator=0.3806915920889656
GLOVER.txt-4,0,1530,1530,15,N,N,-,-1,-1,HeatEvaluator=0.22821109547387594
GLOVER.txt-5,0,1263,1263,8,Y,Y,1.0,0,1263,HeatEvaluator=0.9354687672123637
GLOVER.txt-6,0,721,721,6,N,N,-,-1,-1,HeatEvaluator=0.1912257619721154
GLOVER.txt-7,0,767,767,5,Y,Y,1.0,0,767,HeatEvaluator=0.6006894773932308
GLOVER.txt-8,0,949,949,3,N,N,-,-1,-1,HeatEvaluator=0.04414150187455555
GRONOW.txt-9,0,1099,1099,4,N,Y,1.0,0,1099,HeatEvaluator=0.33367259816457834
GRONOW.txt-10,0,832,832,5,N,N,-,-1,-1,HeatEvaluator=0.20761776946907692
GRONOW.txt-11,0,899,899,4,Y,Y,1.0,0,899,HeatEvaluator=0.7683178104559154
GRONOW.txt-12,0,906,906,4,N,N,-,-1,-1,HeatEvaluator=0.0
GRONOW.txt-13,0,1025,1025,6,N,Y,1.0,0,1025,HeatEvaluator=0.4293579799130865
GRONOW.txt-14,0,1128,1128,9,N,N,-,-1,-1,HeatEvaluator=0.0
MASONB.txt-15,0,83,83,1,Y,Y,1.0,0,83,HeatEvaluator=1.7506145331333334
MASONB.txt-16,0,122,122,1,N,N,-,-1,-1,HeatEvaluator=0.0
MASONB.txt-17,0,225,225,2,N,Y,1.0,0,225,HeatEvaluator=0.24394291809
MASONB.txt-18,0,245,245,2,N,N,-,-1,-1,HeatEvaluator=0.0
MASONB.txt-19,0,148,148,1,N,Y,1.0,0,148,HeatEvaluator=0.3733196176563636
MASONB.txt-20,0,218,218,1,N,N,-,-1,-1,HeatEvaluator=0.0
MASONB.txt-21,0,125,125,1,Y,Y,1.0,0,125,HeatEvaluator=0.7104487123025
MASONB.txt-22,0,192,192,1,N,N,-,-1,-1,HeatEvaluator=0.0
MASONB.txt-23,0,434,434,4,Y,Y,1.0,0,434,HeatEvaluator=1.200258262968788
MASONB.txt-24,0,290,290,1,Y,N,-,-1,-1,HeatEvaluator=0.7601282140122727
MASONB.txt-25,0,1171,1171,9,Y,Y,1.0,0,1171,HeatEvaluator=1.3563177458496807
MASONB.txt-26,0,1016,1016,8,N,N,-,-1,-1,HeatEvaluator=0.1236267608555263
MASONB.txt-27,0,88,88,1,Y,Y,1.0,0,88,HeatEvaluator=0.5575838127771429
MASONB.txt-28,0,164,164,2,Y,N,-,-1,-1,HeatEvaluator=0.6051786800563637
MASONB.txt-29,0,710,710,4,Y,Y,1.0,0,710,HeatEvaluator=1.7915355001926787
MASONB.txt-30,0,499,499,5,Y,N,-,-1,-1,HeatEvaluator=0.8774718870175675
MASONB.txt-31,0,133,133,1,N,Y,1.0,0,133,HeatEvaluator=0.45066244575222225
MASONB.txt-32,0,205,205,3,N,N,-,-1,-1,HeatEvaluator=0.0
MASONB.txt-33,0,622,622,5,Y,Y,1.0,0,622,HeatEvaluator=1.450024371715769
MASONB.txt-34,0,530,530,4,N,N,-,-1,-1,HeatEvaluator=0.10748823551575
MASONB.txt-35,0,744,744,6,Y,Y,1.0,0,744,HeatEvaluator=0.7496425467652542
MASONB.txt-36,0,489,489,2,Y,N,-,-1,-1,HeatEvaluator=0.6499676598185714
MASONB.txt-37,0,197,197,2,Y,Y,1.0,0,197,HeatEvaluator=1.1263711935253333
MASONB.txt-38,0,380,380,2,N,N,-,-1,-1,HeatEvaluator=0.0
MASONB.txt-39,0,450,450,3,Y,Y,1.0,0,450,HeatEvaluator=0.8107252881826316
MASONB.txt-40,0,454,454,2,Y,N,-,-1,-1,HeatEvaluator=0.8357484455213158
MASONB.txt-41,0,775,775,5,Y,Y,1.0,0,775,HeatEvaluator=0.7498489156766667
MASONB.txt-42,0,775,775,7,N,N,-,-1,-1,HeatEvaluator=0.07036783831122807
MASONB.txt-43,0,627,627,2,Y,Y,1.0,0,627,HeatEvaluator=0.5448902805177273
MASONB.txt-44,0,504,504,3,N,N,-,-1,-1,HeatEvaluator=0.09757716723599999
MASONB.txt-45,0,1039,1039,7,Y,Y,1.0,0,1039,HeatEvaluator=1.5091785735848053
MASONB.txt-46,0,808,808,9,N,N,-,-1,-1,HeatEvaluator=0.07356870280428572
MASONB.txt-47,0,175,175,1,Y,Y,1.0,0,175,HeatEvaluator=1.089679953148
